country_or_area,year,comm_code,commodity,flow,trade_usd,weight_kg,quantity_name,quantity,category
Australia,1996,10519,"Poultry, live except domestic fowls, < 185 grams",Import,5977,0.0,Number of items,159.0,01_live_animals
Australia,1996,10591,"Fowls, live domestic > 185 grams",Export,473,40.0,Weight in kilograms,40.0,01_live_animals
Australia,1996,10600,"Animals, live, except farm animals",Import,9364051,0.0,Number of items,6600.0,01_live_animals
Australia,1996,10600,"Animals, live, except farm animals",Export,13970104,636242.0,Weight in kilograms,636242.0,01_live_animals
Australia,1996,10600,"Animals, live, except farm animals",Re-Export,53147,758.0,Weight in kilograms,758.0,01_live_animals
Australia,1995,10111,"Horses, live pure-bred breeding",Import,8295265,0.0,Number of items,306.0,01_live_animals
Australia,1995,10111,"Horses, live pure-bred breeding",Export,14700787,761173.0,Weight in kilograms,761173.0,01_live_animals
Australia,1995,10111,"Horses, live pure-bred breeding",Re-Export,38097,1796.0,Weight in kilograms,1796.0,01_live_animals
Australia,1995,10119,"Horses, live except pure-bred breeding",Import,47409276,0.0,Number of items,2116.0,01_live_animals
Australia,1995,10119,"Horses, live except pure-bred breeding",Export,20170218,528824.0,Weight in kilograms,528824.0,01_live_animals
Australia,1995,10119,"Horses, live except pure-bred breeding",Re-Export,819454,6125.0,Weight in kilograms,6125.0,01_live_animals
Australia,1995,10120,"Asses, mules and hinnies, live",Export,962,405.0,Weight in kilograms,405.0,01_live_animals
Australia,1995,10210,"Bovine animals, live pure-bred breeding",Import,626904,0.0,Number of items,120.0,01_live_animals
Australia,1995,10210,"Bovine animals, live pure-bred breeding",Export,18530742,12831157.0,Weight in kilograms,12831157.0,01_live_animals
Australia,1995,10290,"Bovine animals, live, except pure-bred breeding",Import,155665,0.0,Number of items,42.0,01_live_animals
Australia,1995,10290,"Bovine animals, live, except pure-bred breeding",Export,198134999,169089226.0,Weight in kilograms,169089226.0,01_live_animals
Australia,1995,10290,"Bovine animals, live, except pure-bred breeding",Re-Export,826446,730312.0,Weight in kilograms,730312.0,01_live_animals
Australia,1995,10310,"Swine, live pure-bred breeding",Export,805578,59317.0,Weight in kilograms,59317.0,01_live_animals
Australia,1995,10391,"Swine, live except pure-bred breeding < 50 kg",Import,30555,0.0,Number of items,68.0,01_live_animals
Australia,1995,10391,"Swine, live except pure-bred breeding < 50 kg",Export,6354,997.0,Weight in kilograms,997.0,01_live_animals
Australia,1995,10392,"Swine, live except pure-bred breeding > 50 kg",Export,96796,21199.0,Weight in kilograms,21199.0,01_live_animals
Australia,1995,10410,"Sheep, live",Import,254589,0.0,Number of items,388.0,01_live_animals
Australia,1995,10410,"Sheep, live",Export,163319635,297352431.0,Weight in kilograms,297352431.0,01_live_animals
Australia,1995,10420,"Goats, live",Import,1036160,0.0,Number of items,472.0,01_live_animals
Australia,1995,10420,"Goats, live",Export,724692,539902.0,Weight in kilograms,539902.0,01_live_animals
Australia,1995,10511,"Fowls, live domestic < 185 grams",Export,678265,22570.0,Weight in kilograms,22570.0,01_live_animals
Australia,1995,10600,"Animals, live, except farm animals",Import,20824951,0.0,Number of items,151188.0,01_live_animals
Australia,1995,10600,"Animals, live, except farm animals",Export,10439479,527286.0,Weight in kilograms,527286.0,01_live_animals
Australia,1995,10600,"Animals, live, except farm animals",Re-Export,304368,27965.0,Weight in kilograms,27965.0,01_live_animals
Australia,1994,10111,"Horses, live pure-bred breeding",Import,3723924,0.0,Number of items,206.0,01_live_animals
Australia,1994,10111,"Horses, live pure-bred breeding",Export,12150403,426924.0,Weight in kilograms,426924.0,01_live_animals
Australia,1994,10111,"Horses, live pure-bred breeding",Re-Export,73398,3625.0,Weight in kilograms,3625.0,01_live_animals
Australia,1994,10119,"Horses, live except pure-bred breeding",Import,51193216,0.0,Number of items,2133.0,01_live_animals
Australia,1994,10119,"Horses, live except pure-bred breeding",Export,10279641,563495.0,Weight in kilograms,563495.0,01_live_animals
Australia,1994,10119,"Horses, live except pure-bred breeding",Re-Export,1044386,10374.0,Weight in kilograms,10374.0,01_live_animals
Australia,1994,10120,"Asses, mules and hinnies, live",Export,35881,5921.0,Weight in kilograms,5921.0,01_live_animals
Australia,1994,10210,"Bovine animals, live pure-bred breeding",Import,235375,0.0,Number of items,43.0,01_live_animals
Australia,1994,10210,"Bovine animals, live pure-bred breeding",Export,5624481,3106211.0,Weight in kilograms,3106211.0,01_live_animals
Australia,1994,10290,"Bovine animals, live, except pure-bred breeding",Import,5479,0.0,Number of items,4.0,01_live_animals
Australia,1994,10290,"Bovine animals, live, except pure-bred breeding",Export,105695861,99508344.0,Weight in kilograms,99508344.0,01_live_animals
Australia,1994,10310,"Swine, live pure-bred breeding",Import,23707,0.0,Number of items,8.0,01_live_animals
Australia,1994,10310,"Swine, live pure-bred breeding",Export,1706563,220337.0,Weight in kilograms,220337.0,01_live_animals
Australia,1994,10310,"Swine, live pure-bred breeding",Re-Export,98406,13062.0,Weight in kilograms,13062.0,01_live_animals
Australia,1994,10391,"Swine, live except pure-bred breeding < 50 kg",Export,101069,9249.0,Weight in kilograms,9249.0,01_live_animals
Australia,1994,10392,"Swine, live except pure-bred breeding > 50 kg",Export,37736,7687.0,Weight in kilograms,7687.0,01_live_animals
Australia,1994,10410,"Sheep, live",Import,13294,0.0,Number of items,7.0,01_live_animals
Australia,1994,10410,"Sheep, live",Export,119190732,286735314.0,Weight in kilograms,286735314.0,01_live_animals
Australia,1994,10420,"Goats, live",Import,305377,0.0,Number of items,391.0,01_live_animals
Australia,1994,10420,"Goats, live",Export,992827,1027117.0,Weight in kilograms,1027117.0,01_live_animals
Australia,1994,10511,"Fowls, live domestic < 185 grams",Export,411449,14926.0,Weight in kilograms,14926.0,01_live_animals
Australia,1994,10600,"Animals, live, except farm animals",Import,3532230,0.0,Number of items,1005175.0,01_live_animals
Australia,1994,10600,"Animals, live, except farm animals",Export,6856326,498698.0,Weight in kilograms,498698.0,01_live_animals
Australia,1994,10600,"Animals, live, except farm animals",Re-Export,169321,34910.0,Weight in kilograms,34910.0,01_live_animals
Australia,1993,10111,"Horses, live pure-bred breeding",Import,2686806,0.0,Number of items,224.0,01_live_animals
Australia,1993,10111,"Horses, live pure-bred breeding",Export,8453603,530703.0,Weight in kilograms,530703.0,01_live_animals
Australia,1993,10111,"Horses, live pure-bred breeding",Re-Export,31047,449.0,Weight in kilograms,449.0,01_live_animals
Australia,1993,10119,"Horses, live except pure-bred breeding",Import,35183892,0.0,Number of items,1922.0,01_live_animals
Australia,1993,10119,"Horses, live except pure-bred breeding",Export,14828353,559752.0,Weight in kilograms,559752.0,01_live_animals
Australia,1993,10119,"Horses, live except pure-bred breeding",Re-Export,336920,9136.0,Weight in kilograms,9136.0,01_live_animals
Australia,1993,10120,"Asses, mules and hinnies, live",Export,42405,10125.0,Weight in kilograms,10125.0,01_live_animals
Australia,1993,10210,"Bovine animals, live pure-bred breeding",Import,675902,0.0,Number of items,175.0,01_live_animals
Australia,1993,10210,"Bovine animals, live pure-bred breeding",Export,8679116,6978577.0,Weight in kilograms,6978577.0,01_live_animals
Australia,1993,10290,"Bovine animals, live, except pure-bred breeding",Import,133379,0.0,Number of items,32.0,01_live_animals
Australia,1993,10290,"Bovine animals, live, except pure-bred breeding",Export,61869607,65252890.0,Weight in kilograms,65252890.0,01_live_animals
Australia,1993,10310,"Swine, live pure-bred breeding",Import,4171,0.0,Number of items,920.0,01_live_animals
Australia,1993,10310,"Swine, live pure-bred breeding",Export,624683,58408.0,Weight in kilograms,58408.0,01_live_animals
Australia,1993,10392,"Swine, live except pure-bred breeding > 50 kg",Export,5164,2155.0,Weight in kilograms,2155.0,01_live_animals
Australia,1993,10410,"Sheep, live",Import,3011668,0.0,Number of items,1062.0,01_live_animals
Australia,1993,10410,"Sheep, live",Export,93774380,278825072.0,Weight in kilograms,278825072.0,01_live_animals
Australia,1993,10420,"Goats, live",Export,1001721,731735.0,Weight in kilograms,731735.0,01_live_animals
Australia,1993,10511,"Fowls, live domestic < 185 grams",Export,778944,29394.0,Weight in kilograms,29394.0,01_live_animals
Australia,1993,10519,"Poultry, live except domestic fowls, < 185 grams",Export,8294,1500.0,Weight in kilograms,1500.0,01_live_animals
Australia,1993,10591,"Fowls, live domestic > 185 grams",Export,6410,886.0,Weight in kilograms,886.0,01_live_animals
Australia,1993,10600,"Animals, live, except farm animals",Import,2853689,0.0,Number of items,3025037.0,01_live_animals
Australia,1993,10600,"Animals, live, except farm animals",Export,7113456,287362.0,Weight in kilograms,287362.0,01_live_animals
Australia,1993,10600,"Animals, live, except farm animals",Re-Export,15368,1569.0,Weight in kilograms,1569.0,01_live_animals
Australia,1992,10111,"Horses, live pure-bred breeding",Import,1235124,0.0,Number of items,76.0,01_live_animals
Australia,1992,10111,"Horses, live pure-bred breeding",Export,10973579,565706.0,Weight in kilograms,565706.0,01_live_animals
Australia,1992,10111,"Horses, live pure-bred breeding",Re-Export,1064859,50562.0,Weight in kilograms,50562.0,01_live_animals
Australia,1992,10119,"Horses, live except pure-bred breeding",Import,38898797,0.0,Number of items,2148.0,01_live_animals
Australia,1992,10119,"Horses, live except pure-bred breeding",Export,14302119,491867.0,Weight in kilograms,491867.0,01_live_animals
Australia,1992,10119,"Horses, live except pure-bred breeding",Re-Export,907412,8449.0,Weight in kilograms,8449.0,01_live_animals
Australia,1992,10210,"Bovine animals, live pure-bred breeding",Import,1579174,0.0,Number of items,359.0,01_live_animals
Australia,1992,10210,"Bovine animals, live pure-bred breeding",Export,8027813,4719618.0,Weight in kilograms,4719618.0,01_live_animals
Australia,1992,10290,"Bovine animals, live, except pure-bred breeding",Export,46456563,42722008.0,Weight in kilograms,42722008.0,01_live_animals
Australia,1992,10310,"Swine, live pure-bred breeding",Import,11617,0.0,Number of items,8.0,01_live_animals
Australia,1992,10310,"Swine, live pure-bred breeding",Export,610261,59112.0,Weight in kilograms,59112.0,01_live_animals
Australia,1992,10391,"Swine, live except pure-bred breeding < 50 kg",Export,173237,30656.0,Weight in kilograms,30656.0,01_live_animals
Australia,1992,10410,"Sheep, live",Import,4468,0.0,Number of items,3.0,01_live_animals
Australia,1992,10410,"Sheep, live",Export,79210033,258993837.0,Weight in kilograms,258993837.0,01_live_animals
Australia,1992,10420,"Goats, live",Export,1880138,3482448.0,Weight in kilograms,3482448.0,01_live_animals
Australia,1992,10511,"Fowls, live domestic < 185 grams",Export,333548,9261.0,Weight in kilograms,9261.0,01_live_animals
Australia,1992,10600,"Animals, live, except farm animals",Import,1539542,0.0,Number of items,6499.0,01_live_animals
Australia,1992,10600,"Animals, live, except farm animals",Export,4232903,291860.0,Weight in kilograms,291860.0,01_live_animals
Australia,1992,10600,"Animals, live, except farm animals",Re-Export,25145,637.0,Weight in kilograms,637.0,01_live_animals
Australia,1991,10111,"Horses, live pure-bred breeding",Import,4780432,0.0,Number of items,185.0,01_live_animals
Australia,1991,10111,"Horses, live pure-bred breeding",Export,15072860,538716.0,Weight in kilograms,538716.0,01_live_animals
Australia,1991,10111,"Horses, live pure-bred breeding",Re-Export,1530879,43737.0,Weight in kilograms,43737.0,01_live_animals
Australia,1991,10119,"Horses, live except pure-bred breeding",Import,36175708,0.0,Number of items,1918.0,01_live_animals
Australia,1991,10119,"Horses, live except pure-bred breeding",Export,11998464,394821.0,Weight in kilograms,394821.0,01_live_animals
Australia,1991,10119,"Horses, live except pure-bred breeding",Re-Export,631971,7625.0,Weight in kilograms,7625.0,01_live_animals
Australia,1991,10120,"Asses, mules and hinnies, live",Import,1192,0.0,Number of items,2.0,01_live_animals
Australia,1991,10120,"Asses, mules and hinnies, live",Export,3492,449.0,Weight in kilograms,449.0,01_live_animals
Australia,1991,10210,"Bovine animals, live pure-bred breeding",Import,500398,0.0,Number of items,109.0,01_live_animals
Australia,1991,10210,"Bovine animals, live pure-bred breeding",Export,17082515,8471554.0,Weight in kilograms,8471554.0,01_live_animals
Australia,1991,10290,"Bovine animals, live, except pure-bred breeding",Import,1085162,0.0,Number of items,175.0,01_live_animals
Australia,1991,10290,"Bovine animals, live, except pure-bred breeding",Export,38664178,30914227.0,Weight in kilograms,30914227.0,01_live_animals
Australia,1991,10290,"Bovine animals, live, except pure-bred breeding",Re-Export,25822,15625.0,Weight in kilograms,15625.0,01_live_animals
Australia,1991,10310,"Swine, live pure-bred breeding",Export,250203,13312.0,Weight in kilograms,13312.0,01_live_animals
Australia,1991,10391,"Swine, live except pure-bred breeding < 50 kg",Export,9057,312.0,Weight in kilograms,312.0,01_live_animals
Australia,1991,10410,"Sheep, live",Import,25731,0.0,Number of items,14.0,01_live_animals
Australia,1991,10410,"Sheep, live",Export,54545418,234023019.0,Weight in kilograms,234023019.0,01_live_animals
Australia,1991,10420,"Goats, live",Import,1530,0.0,Number of items,436.0,01_live_animals
Australia,1991,10420,"Goats, live",Export,2351694,2922295.0,Weight in kilograms,2922295.0,01_live_animals
Australia,1991,10511,"Fowls, live domestic < 185 grams",Export,333084,8613.0,Weight in kilograms,8613.0,01_live_animals
Australia,1991,10600,"Animals, live, except farm animals",Import,5067732,0.0,Number of items,5583.0,01_live_animals
Australia,1991,10600,"Animals, live, except farm animals",Export,2082660,150367.0,Weight in kilograms,150367.0,01_live_animals
Australia,1991,10600,"Animals, live, except farm animals",Re-Export,51054,9238.0,Weight in kilograms,9238.0,01_live_animals
Australia,1990,10111,"Horses, live pure-bred breeding",Import,4976357,0.0,Number of items,296.0,01_live_animals
Australia,1990,10111,"Horses, live pure-bred breeding",Export,10798944,298700.0,Weight in kilograms,298700.0,01_live_animals
Australia,1990,10111,"Horses, live pure-bred breeding",Re-Export,540574,7812.0,Weight in kilograms,7812.0,01_live_animals
Australia,1990,10119,"Horses, live except pure-bred breeding",Import,76461160,0.0,Number of items,2553.0,01_live_animals
Australia,1990,10119,"Horses, live except pure-bred breeding",Export,15742182,463019.0,Weight in kilograms,463019.0,01_live_animals
Australia,1990,10119,"Horses, live except pure-bred breeding",Re-Export,4415400,46687.0,Weight in kilograms,46687.0,01_live_animals
Australia,1990,10210,"Bovine animals, live pure-bred breeding",Import,2515440,0.0,Number of items,541.0,01_live_animals
Australia,1990,10210,"Bovine animals, live pure-bred breeding",Export,6521327,2740291.0,Weight in kilograms,2740291.0,01_live_animals
Australia,1990,10290,"Bovine animals, live, except pure-bred breeding",Import,13082,0.0,Number of items,4.0,01_live_animals
Australia,1990,10290,"Bovine animals, live, except pure-bred breeding",Export,36680898,28906840.0,Weight in kilograms,28906840.0,01_live_animals
Australia,1990,10310,"Swine, live pure-bred breeding",Export,99875,5050.0,Weight in kilograms,5050.0,01_live_animals
Australia,1990,10391,"Swine, live except pure-bred breeding < 50 kg",Import,852,0.0,Number of items,5.0,01_live_animals
Australia,1990,10391,"Swine, live except pure-bred breeding < 50 kg",Export,40884,10.0,Weight in kilograms,10.0,01_live_animals
Australia,1990,10410,"Sheep, live",Import,38804,0.0,Number of items,27.0,01_live_animals
Australia,1990,10410,"Sheep, live",Export,52379610,177720820.0,Weight in kilograms,177720820.0,01_live_animals
Australia,1990,10420,"Goats, live",Export,2472305,3257974.0,Weight in kilograms,3257974.0,01_live_animals
Australia,1990,10511,"Fowls, live domestic < 185 grams",Export,1138320,23679.0,Weight in kilograms,23679.0,01_live_animals
Australia,1990,10511,"Fowls, live domestic < 185 grams",Re-Export,158728,539.0,Weight in kilograms,539.0,01_live_animals
Australia,1990,10599,"Poultry, live except domestic fowls, > 185 grams",Export,428,144.0,Weight in kilograms,144.0,01_live_animals
Australia,1990,10600,"Animals, live, except farm animals",Import,9807309,0.0,Number of items,10655.0,01_live_animals
Australia,1990,10600,"Animals, live, except farm animals",Export,1557975,127244.0,Weight in kilograms,127244.0,01_live_animals
Australia,1990,10600,"Animals, live, except farm animals",Re-Export,17926,1429.0,Weight in kilograms,1429.0,01_live_animals
Australia,1989,10111,"Horses, live pure-bred breeding",Import,8448267,0.0,Number of items,442.0,01_live_animals
Australia,1989,10111,"Horses, live pure-bred breeding",Export,7622518,381792.0,Weight in kilograms,381792.0,01_live_animals
Australia,1989,10111,"Horses, live pure-bred breeding",Re-Export,2950857,57952.0,Weight in kilograms,57952.0,01_live_animals
Australia,1989,10119,"Horses, live except pure-bred breeding",Import,99123522,0.0,Number of items,3240.0,01_live_animals
Australia,1989,10119,"Horses, live except pure-bred breeding",Export,12161373,309398.0,Weight in kilograms,309398.0,01_live_animals
Australia,1989,10119,"Horses, live except pure-bred breeding",Re-Export,3525908,36886.0,Weight in kilograms,36886.0,01_live_animals
Australia,1989,10120,"Asses, mules and hinnies, live",Import,586,0.0,Number of items,1.0,01_live_animals
Australia,1989,10210,"Bovine animals, live pure-bred breeding",Import,3118425,0.0,Number of items,1134.0,01_live_animals
Australia,1989,10210,"Bovine animals, live pure-bred breeding",Export,8083502,3955218.0,Weight in kilograms,3955218.0,01_live_animals
Australia,1989,10290,"Bovine animals, live, except pure-bred breeding",Import,69621,0.0,Number of items,169.0,01_live_animals
Australia,1989,10290,"Bovine animals, live, except pure-bred breeding",Export,37688236,31318159.0,Weight in kilograms,31318159.0,01_live_animals
Australia,1989,10310,"Swine, live pure-bred breeding",Export,2118839,394749.0,Weight in kilograms,394749.0,01_live_animals
Australia,1989,10392,"Swine, live except pure-bred breeding > 50 kg",Export,3831,292.0,Weight in kilograms,292.0,01_live_animals
Australia,1989,10410,"Sheep, live",Import,33856,0.0,Number of items,39.0,01_live_animals
Australia,1989,10410,"Sheep, live",Export,117943542,304272437.0,Weight in kilograms,304272437.0,01_live_animals
Australia,1989,10410,"Sheep, live",Re-Export,441218,1020500.0,Weight in kilograms,1020500.0,01_live_animals
Australia,1989,10420,"Goats, live",Import,61,0.0,Number of items,78.0,01_live_animals
Australia,1989,10420,"Goats, live",Export,2503907,2322812.0,Weight in kilograms,2322812.0,01_live_animals
Australia,1989,10511,"Fowls, live domestic < 185 grams",Export,1057257,15622.0,Weight in kilograms,15622.0,01_live_animals
Australia,1989,10511,"Fowls, live domestic < 185 grams",Re-Export,330107,1250.0,Weight in kilograms,1250.0,01_live_animals
Australia,1989,10600,"Animals, live, except farm animals",Import,5999318,0.0,Number of items,6472.0,01_live_animals
Australia,1989,10600,"Animals, live, except farm animals",Export,1556317,126053.0,Weight in kilograms,126053.0,01_live_animals
Australia,1989,10600,"Animals, live, except farm animals",Re-Export,27419,2340.0,Weight in kilograms,2340.0,01_live_animals
Australia,1988,10111,"Horses, live pure-bred breeding",Import,27913558,0.0,Number of items,606.0,01_live_animals
Australia,1988,10111,"Horses, live pure-bred breeding",Export,12886335,224009.0,Weight in kilograms,224009.0,01_live_animals
Australia,1988,10111,"Horses, live pure-bred breeding",Re-Export,999071,11062.0,Weight in kilograms,11062.0,01_live_animals
Australia,1988,10119,"Horses, live except pure-bred breeding",Import,86319281,0.0,Number of items,2667.0,01_live_animals
Australia,1988,10119,"Horses, live except pure-bred breeding",Export,9287476,309631.0,Weight in kilograms,309631.0,01_live_animals
Australia,1988,10119,"Horses, live except pure-bred breeding",Re-Export,2194211,41937.0,Weight in kilograms,41937.0,01_live_animals
Australia,1988,10120,"Asses, mules and hinnies, live",Import,37044,0.0,Number of items,4.0,01_live_animals
Australia,1988,10120,"Asses, mules and hinnies, live",Export,8676,3625.0,Weight in kilograms,3625.0,01_live_animals
Australia,1988,10210,"Bovine animals, live pure-bred breeding",Import,1684121,0.0,Number of items,295.0,01_live_animals
Australia,1988,10210,"Bovine animals, live pure-bred breeding",Export,11468285,9719759.0,Weight in kilograms,9719759.0,01_live_animals
Australia,1988,10290,"Bovine animals, live, except pure-bred breeding",Import,86290,0.0,Number of items,163.0,01_live_animals
Australia,1988,10290,"Bovine animals, live, except pure-bred breeding",Export,31704317,28860129.0,Weight in kilograms,28860129.0,01_live_animals
Australia,1988,10310,"Swine, live pure-bred breeding",Export,51125,7562.0,Weight in kilograms,7562.0,01_live_animals
Australia,1988,10391,"Swine, live except pure-bred breeding < 50 kg",Export,5269,199.0,Weight in kilograms,199.0,01_live_animals
Australia,1988,10410,"Sheep, live",Import,61999,0.0,Number of items,123.0,01_live_animals
Australia,1988,10410,"Sheep, live",Export,180808372,410041824.0,Weight in kilograms,410041824.0,01_live_animals
Australia,1988,10420,"Goats, live",Export,3966382,2679295.0,Weight in kilograms,2679295.0,01_live_animals
Australia,1988,10511,"Fowls, live domestic < 185 grams",Export,575149,18242.0,Weight in kilograms,18242.0,01_live_animals
Australia,1988,10519,"Poultry, live except domestic fowls, < 185 grams",Export,16091,1912.0,Weight in kilograms,1912.0,01_live_animals
Australia,1988,10599,"Poultry, live except domestic fowls, > 185 grams",Export,41880,12406.0,Weight in kilograms,12406.0,01_live_animals
Australia,1988,10600,"Animals, live, except farm animals",Import,1198666,0.0,Number of items,3329.0,01_live_animals
Australia,1988,10600,"Animals, live, except farm animals",Export,1287466,291136.0,Weight in kilograms,291136.0,01_live_animals
Australia,1988,10600,"Animals, live, except farm animals",Re-Export,11744,5040.0,Weight in kilograms,5040.0,01_live_animals
Canada,2016,10111,"Horses, live pure-bred breeding",Re-Import,82301,,Number of items,34.0,01_live_animals
Canada,2016,10111,"Horses, live pure-bred breeding",Re-Export,644769,,Number of items,79.0,01_live_animals
Canada,2016,10111,"Horses, live pure-bred breeding",Export,4228830,,Number of items,1454.0,01_live_animals
Canada,2016,10111,"Horses, live pure-bred breeding",Import,3738675,,Number of items,711.0,01_live_animals
Canada,2016,10119,"Horses, live except pure-bred breeding",Re-Import,112937,,Number of items,17.0,01_live_animals
Canada,2016,10119,"Horses, live except pure-bred breeding",Re-Export,25082737,,Number of items,240.0,01_live_animals
Canada,2016,10119,"Horses, live except pure-bred breeding",Export,65022061,,Number of items,12728.0,01_live_animals
Canada,2016,10119,"Horses, live except pure-bred breeding",Import,55199242,,Number of items,37738.0,01_live_animals
Canada,2016,10120,"Asses, mules and hinnies, live",Export,12463,,Number of items,9.0,01_live_animals
Canada,2016,10120,"Asses, mules and hinnies, live",Import,49770,,Number of items,97.0,01_live_animals
Canada,2016,10210,"Bovine animals, live pure-bred breeding",Re-Import,15213,3868.0,Number of items,12.0,01_live_animals
Canada,2016,10210,"Bovine animals, live pure-bred breeding",Export,7032535,2040422.0,Number of items,4026.0,01_live_animals
Canada,2016,10210,"Bovine animals, live pure-bred breeding",Import,8891338,2260572.0,Number of items,4399.0,01_live_animals
Canada,2016,10290,"Bovine animals, live, except pure-bred breeding",Re-Import,21808,6022.0,Number of items,12.0,01_live_animals
Canada,2016,10290,"Bovine animals, live, except pure-bred breeding",Export,1084705828,381575904.0,Number of items,784880.0,01_live_animals
Canada,2016,10290,"Bovine animals, live, except pure-bred breeding",Import,20299135,6347301.0,Number of items,28551.0,01_live_animals
Canada,2016,10310,"Swine, live pure-bred breeding",Export,16291330,3673541.0,Number of items,14569.0,01_live_animals
Canada,2016,10310,"Swine, live pure-bred breeding",Import,801169,,Number of items,1362.0,01_live_animals
Canada,2016,10391,"Swine, live except pure-bred breeding < 50 kg",Export,184562268,91833155.0,Number of items,4737600.0,01_live_animals
Canada,2016,10391,"Swine, live except pure-bred breeding < 50 kg",Import,376905,186906.0,Number of items,799.0,01_live_animals
Canada,2016,10392,"Swine, live except pure-bred breeding > 50 kg",Export,128966601,96265411.0,Number of items,919217.0,01_live_animals
Canada,2016,10392,"Swine, live except pure-bred breeding > 50 kg",Import,237860,169940.0,Number of items,404.0,01_live_animals
Canada,2016,10410,"Sheep, live",Export,1230754,472805.0,Number of items,14284.0,01_live_animals
Canada,2016,10410,"Sheep, live",Import,36508,12034.0,Number of items,175.0,01_live_animals
Canada,2016,10420,"Goats, live",Export,561725,139632.0,Number of items,7452.0,01_live_animals
Canada,2016,10420,"Goats, live",Import,43293,,Number of items,213.0,01_live_animals
Canada,2016,10511,"Fowls, live domestic < 185 grams",Export,10132431,151457.0,Number of items,5263853.0,01_live_animals
Canada,2016,10511,"Fowls, live domestic < 185 grams",Import,45420608,821995.0,Number of items,29585506.0,01_live_animals
Canada,2016,10519,"Poultry, live except domestic fowls, < 185 grams",Export,32403195,,Number of items,13242472.0,01_live_animals
Canada,2016,10519,"Poultry, live except domestic fowls, < 185 grams",Import,7953658,,Number of items,5366270.0,01_live_animals
Canada,2016,10591,"Fowls, live domestic > 185 grams",Export,1426279,1425678.0,Number of items,244926.0,01_live_animals
Canada,2016,10591,"Fowls, live domestic > 185 grams",Import,931760,36829601.0,Number of items,413092.0,01_live_animals
Canada,2016,10599,"Poultry, live except domestic fowls, > 185 grams",Export,9658218,,Number of items,883019.0,01_live_animals
Canada,2016,10599,"Poultry, live except domestic fowls, > 185 grams",Import,626425,684400.0,Number of items,62295.0,01_live_animals
Canada,2016,10600,"Animals, live, except farm animals",Re-Export,2639407,,No Quantity,,01_live_animals
Canada,2016,10600,"Animals, live, except farm animals",Export,67477043,,No Quantity,,01_live_animals
Canada,2016,10600,"Animals, live, except farm animals",Re-Import,10804,80.0,Number of items,124.0,01_live_animals
Canada,2016,10600,"Animals, live, except farm animals",Import,59574605,,Number of items,1362715.0,01_live_animals
Canada,2015,10111,"Horses, live pure-bred breeding",Re-Import,46221,,Number of items,22.0,01_live_animals
Canada,2015,10111,"Horses, live pure-bred breeding",Re-Export,576040,,Number of items,93.0,01_live_animals
Canada,2015,10111,"Horses, live pure-bred breeding",Export,4092510,,Number of items,1155.0,01_live_animals
Canada,2015,10111,"Horses, live pure-bred breeding",Import,4699955,,Number of items,996.0,01_live_animals
Canada,2015,10119,"Horses, live except pure-bred breeding",Re-Import,119759,5433.0,Number of items,23.0,01_live_animals
Canada,2015,10119,"Horses, live except pure-bred breeding",Re-Export,12692558,,Number of items,254.0,01_live_animals
Canada,2015,10119,"Horses, live except pure-bred breeding",Export,52953336,,Number of items,13423.0,01_live_animals
Canada,2015,10119,"Horses, live except pure-bred breeding",Import,65786968,2984319.0,Number of items,48224.0,01_live_animals
Canada,2015,10120,"Asses, mules and hinnies, live",Export,25862,,Number of items,15.0,01_live_animals
Canada,2015,10120,"Asses, mules and hinnies, live",Import,46426,,Number of items,94.0,01_live_animals
Canada,2015,10210,"Bovine animals, live pure-bred breeding",Re-Import,91366,19732.0,Number of items,58.0,01_live_animals
Canada,2015,10210,"Bovine animals, live pure-bred breeding",Export,9845829,2339135.0,Number of items,3997.0,01_live_animals
Canada,2015,10210,"Bovine animals, live pure-bred breeding",Import,7812004,,Number of items,3656.0,01_live_animals
Canada,2015,10290,"Bovine animals, live, except pure-bred breeding",Re-Import,15653,4372.0,Number of items,11.0,01_live_animals
Canada,2015,10290,"Bovine animals, live, except pure-bred breeding",Export,1365255282,388388994.0,Number of items,856447.0,01_live_animals
Canada,2015,10290,"Bovine animals, live, except pure-bred breeding",Import,14346989,4075096.0,Number of items,32249.0,01_live_animals
Canada,2015,10310,"Swine, live pure-bred breeding",Export,8560233,1570294.0,Number of items,7774.0,01_live_animals
Canada,2015,10310,"Swine, live pure-bred breeding",Import,1654047,319303.0,Number of items,3696.0,01_live_animals
Canada,2015,10391,"Swine, live except pure-bred breeding < 50 kg",Export,190208036,64635580.0,Number of items,4614054.0,01_live_animals
Canada,2015,10391,"Swine, live except pure-bred breeding < 50 kg",Import,931497,310466.0,Number of items,1921.0,01_live_animals
Canada,2015,10392,"Swine, live except pure-bred breeding > 50 kg",Export,167222299,93262055.0,Number of items,1153923.0,01_live_animals
Canada,2015,10392,"Swine, live except pure-bred breeding > 50 kg",Import,273349,153656.0,Number of items,799.0,01_live_animals
Canada,2015,10410,"Sheep, live",Export,440862,132865.0,Number of items,5513.0,01_live_animals
Canada,2015,10410,"Sheep, live",Import,1071435,,Number of items,6554.0,01_live_animals
Canada,2015,10420,"Goats, live",Export,147396,19395.0,Number of items,2439.0,01_live_animals
Canada,2015,10420,"Goats, live",Import,64105,10547.0,Number of items,283.0,01_live_animals
